"date","cloud_cover","mean_prep","pot_evap","mean_tmp","max_tmp","min_tmp","diurnal_tmp_range","vapour_pressure","wet_day_frq","PET","spei_ 1","spei_ 3","spei_ 6","spei_ 9","spei_ 12"
1911-06-16,71.3,94,3.9,26.1,29.1,23.2,5.9,26.3,7.08,107.859315183545,0.926354649090121,-1.68222059124738,-1.85188786057257,-1.34017666883349,-1.01280416716535
1911-07-16,72.5,37.4,4,26.2,29.4,23,6.4,25.9,6.44,117.137700980228,-0.626984372058048,-0.793166444017429,-2.31372610826552,-1.56387451681474,-1.39701617617135
1911-08-16,72.5,28.5,4,26.4,29.6,23.3,6.3,26.4,6.26,119.804239868858,-1.40092004999739,-0.908941609234141,-2.34789775262516,-1.90561191600261,-1.67781042868562
1911-09-16,72.5,93.3,3.9,26.3,29.6,23,6.6,26.9,8.74,118.723449520621,-0.115639656918758,-1.20861827794323,-2.07387758443521,-2.0969399295395,-1.67660754644588
1911-10-16,70,232.4,3.6,25.6,29.1,22.2,6.9,26,14.01,118.920037104586,0.419978662998651,-0.399617814514333,-0.909779897606006,-2.05979014954654,-1.70561192447585
1911-11-16,65,339.2,3.3,25.4,28.9,22,6.9,26.5,17.52,107.87962597661,0.676895863023214,0.575902933468833,0.0647623040949687,-1.4149709839292,-1.54736860729509
1911-12-16,58.8,455.9,3.4,24.7,28.1,21.4,6.7,25.2,14.93,104.360325492032,1.42407180923173,1.35012574047748,0.851756143665181,-0.00320409993402362,-0.703927231929125
1912-01-16,50,68.2,3.9,23.7,27.6,19.9,7.7,22.4,5.13,111.90893609279,-0.904615555977298,0.942086976248615,0.585474478231159,0.212122667582299,-0.940545067783333
1912-02-15,45,28.2,4.4,25.5,29.8,21.3,8.5,24.6,3.89,119.230258847014,-1.115127248711,0.3305208744587,0.538649015508269,0.225824666004985,-0.872708584130908
1912-03-16,46.3,72.1,4.5,26.6,30.9,22.3,8.6,26.7,5.66,141.67109058452,-0.396684984833148,-1.21598757142607,0.462719353906886,-0.000832128216405519,-0.729555382499228
1912-04-16,57.5,154.5,4.1,26.8,30.7,22.9,7.8,27.8,11.15,132.035663151599,-0.0514327787139555,-0.907435359072912,0.315079004478787,0.0900500843664206,-0.210175738058177
1912-05-16,68.8,151.3,3.9,26.9,30.2,23.6,6.6,28.1,9.92,122.569778847656,0.653521018118053,0.0122355727746704,0.24736620874737,0.450909855441601,0.193223829985022
1912-06-16,71.3,148.4,3.9,26.3,29.3,23.4,5.9,26.6,12.74,108.350142556394,1.80971064861161,1.01928862589624,-0.478008193377273,0.802397368351419,0.379165667834246
1912-07-16,72.5,27.4,4,26.5,29.7,23.3,6.4,26.4,5.8,117.936367123275,-0.967845448305146,0.842698040695475,-0.226374513375981,0.564894418594194,0.325092276262104
1912-08-16,72.5,44.8,4,26.3,29.5,23.2,6.3,26.2,6.19,119.533495823957,-0.967790824621234,-0.082398921761321,-0.0747697356038826,0.163677929955305,0.393249812362837
1912-09-16,72.5,116.5,3.8,26,29.3,22.7,6.6,26.4,10.75,117.915807006875,0.303780459790697,-0.872494844161233,0.21007747426536,-0.839679444523649,0.477279699232765
1912-10-16,70,287.2,3.5,25.6,29.1,22.2,6.9,26.1,16.98,118.920037104586,1.11261981266444,0.493620563718205,0.865655262685495,0.0372406739794291,0.685048437647459
1912-11-16,65,386.3,3.3,25.2,28.7,21.8,6.9,26.2,18.98,107.380760654175,1.13750953156982,1.28238286782091,1.12583230137233,0.963391120905001,0.88745628332177
1912-12-16,58.8,310,3.4,24.2,27.6,20.9,6.7,24.5,14.19,103.133999693066,0.626399357963446,1.20224566200361,0.803316613315033,1.12244050202695,0.343324716103507
1913-01-16,50,457.5,3.9,23.7,27.6,19.9,7.7,22.5,9.31,111.90893609279,2.10235865170666,1.97834488054113,1.78839191019202,1.92623513532136,1.61216714945243
1913-02-15,45,87.3,4.4,25.1,29.4,20.9,8.5,24,4.52,118.13009498222,-0.0350905647661804,1.60232103421303,1.84938400018161,1.77913206983677,1.73693646641297
1913-03-16,46.3,107.6,4.5,26,30.3,21.7,8.6,25.7,6.74,139.756616387432,0.2934931177358,1.56763409279092,1.82631723301732,1.52573888749328,1.76422034691347
1913-04-16,57.5,144.5,4.1,26.7,30.6,22.8,7.8,27.5,9.92,131.739619063815,-0.20648499656838,-0.136041232756851,1.6311172771128,1.56368958769039,1.6917383236923
1913-05-16,68.8,67.4,3.8,26.7,30,23.4,6.6,27.9,6.94,122.021368204043,-0.704801531392153,-0.546873405061182,1.20493866983637,1.55673311516864,1.48408114850213
1913-06-16,71.3,33,3.9,26.6,29.6,23.7,5.9,27.4,6.88,109.086383615668,-1.03148034391324,-0.956541603870576,1.07312764503557,1.53928279889478,1.20748993431885
1913-07-16,72.5,90.2,4,26,29.2,22.8,6.4,25.6,12.59,116.605256884863,0.657391591451711,-0.664912280916274,-0.57674559459473,1.41261112612961,1.36062451752508
1913-08-16,72.5,52.2,4,26.2,29.4,23.1,6.3,26,7.61,119.262751779055,-0.77313466659494,-0.697090071370943,-0.861112683752935,0.97088070760059,1.37865952209322
1913-09-16,72.5,39.9,3.9,26.1,29.4,22.8,6.6,26.3,5.91,118.185021178124,-1.24961005595858,-0.929957642884087,-1.37244405518392,0.517669128950201,1.16793558771522
1913-10-16,70,281.1,3.5,25.5,29,22.1,6.9,26,14.25,118.646343118154,1.04434511817733,-0.192490002184247,-0.645419126553514,-0.653494068285699,1.20231169858986
1913-11-16,65,255.3,3.3,24.9,28.4,21.5,6.9,25.5,12.66,106.632462670522,-0.242694091754277,-0.0289729856452023,-0.416679803004534,-0.724798282942582,0.861358702185698
1913-12-16,58.8,365.2,3.5,24.6,28,21.3,6.7,24.8,14.74,104.115060332239,0.97255820549264,0.882829203830163,0.438403577556526,-0.0958099378782871,1.05784837196957
1914-01-16,50,63.7,3.9,24.4,28.3,20.6,7.7,23.6,5.69,113.794285196639,-0.978593094305825,0.0125828073003162,-0.112524314135083,-0.421446019449237,-0.506588508516041
1914-02-15,45,22.1,4.4,24.9,29.2,20.7,8.5,23.6,3.42,117.580013049823,-1.19833286702135,-0.261211624336165,-0.275751495383641,-0.512986978607178,-0.74885077923942
1914-03-16,46.3,130.1,4.5,26.1,30.4,21.8,8.6,25.7,6.56,140.07569542028,0.643207817244561,-0.881560123567866,0.156508396785448,-0.20590782264467,-0.624648866015854
1914-04-16,57.5,78.5,4,26.6,30.5,22.7,7.8,28.1,8.38,131.443574976031,-1.25659086264863,-1.07869285487754,-0.57839073322228,-0.61697060739721,-0.838635159895568
1914-05-16,68.8,82.9,3.9,26.8,30.1,23.5,6.6,27.9,7.66,122.295573525849,-0.425675688150621,-0.82791724353956,-0.639639440670473,-0.59004320121759,-0.77518140481188
1914-06-16,71.3,69.4,4,26.6,29.6,23.7,5.9,27,9.75,109.086383615668,0.25888222852558,-1.0915093210222,-1.45936636730929,-0.355066873574962,-0.650601336669482
1914-07-16,72.5,13.1,4,26.3,29.5,23.1,6.4,26,4.7,117.40392302791,-1.44055707751712,-0.984728030716631,-1.51363974747277,-0.946226642843372,-0.929485127186517
1914-08-16,72.5,63.6,4,25.8,29,22.7,6.3,25.3,6.07,118.17977559945,-0.466559985697153,-1.09479378228706,-1.28840454174052,-1.01359404102567,-0.895269352217894
1914-09-16,72.5,103.9,3.8,26,29.3,22.7,6.6,26.4,8.68,117.915807006875,0.0918234563022624,-0.942948204085818,-1.47924837745995,-1.67493965501722,-0.644223834812557
