"date","cloud_cover","mean_prep","pot_evap","mean_tmp","max_tmp","min_tmp","diurnal_tmp_range","vapour_pressure","wet_day_frq","PET","spei1","spei_ 3","spei_ 6","spei_ 9","spei_ 12"
1928-04-16,57.5,131.8,4.2,27.4,30.8,24,6.8,28.7,10.7,124.75815079053,0.535120868438082,0.579975612212592,-0.202566560675046,-0.250489571978343,0.0389337072729099
1928-05-16,70,55.2,4,28,30.9,25.2,5.7,30.1,8.06,116.40674130237,-0.679872552865253,-0.333934245297848,-0.25693957804373,-0.382761545491422,-0.471061159427535
1928-06-16,71.3,28.9,4.2,27.6,30.4,24.9,5.5,28.7,6.36,107.183371691992,-1.04268154497328,-0.540672729517464,-0.0281053350785778,-1.1288624995403,-0.718323773303514
1928-07-16,72.5,89,4.2,27,30,24,6,26.8,7.87,115.000013361349,1.21711847730619,-0.296975325683462,0.214095147152248,-0.369477171418303,-0.381652654951652
1928-08-16,72.5,50.1,4.2,26.7,29.6,23.8,5.8,26.7,5.89,115.352171250967,-0.257287701836106,0.0121866189781182,-0.289070337559046,-0.280996120738121,-0.380104016549763
1928-09-16,72.5,19.8,4.1,27.5,30.4,24.6,5.8,28.8,8.69,114.388220843398,-1.57716754518798,-0.423339755718109,-0.744506971601492,-0.261246175703042,-1.20934333167331
1928-10-16,70,192.9,3.8,26.6,29.8,23.5,6.3,27.5,11.8,116.663585668212,0.605238066329037,-0.383053836009494,-0.561140293632723,-0.157682880738674,-0.528606220941658
1928-11-16,65,292.7,3.5,26.2,29.5,22.9,6.6,27.2,14.19,107.990893327227,1.05253875634458,0.55134739804263,0.474470149006473,0.165742964783476,0.0751512706738431
1928-12-16,60,113.2,3.7,26,29.3,22.8,6.5,26.6,10.27,106.706450436579,-0.483737778177013,0.544667676672798,0.320968522647614,-0.048124359757939,0.187950449799279
1929-01-16,51.3,46.1,4.3,25.4,29.1,21.8,7.3,24.5,5.17,114.174691324374,-0.821472709475065,-0.0794948652989793,-0.269760762020457,-0.446241879060515,-0.190292820702446
1929-02-15,46.3,43.8,4.5,25.8,29.7,22,7.7,25.2,4.31,114.762794090834,-0.325081519042397,-0.999610138069789,-0.317941828353927,-0.316885941445373,-0.491641820356878
1929-03-16,47.5,108.6,4.5,26.7,30.5,22.9,7.6,27,5.87,133.675700178302,0.822448338478578,-0.273674483011078,0.241125420857479,0.0728979931978111,-0.232571575634086
1929-04-16,57.5,204,4.1,26.7,30.1,23.3,6.8,27.4,13.09,122.826055534925,1.75193333322168,1.26201528036959,0.6210802542956,0.35287321266767,0.182947280891885
1929-05-16,70,79.5,4,27.3,30.2,24.5,5.7,28.9,8.47,114.629539145082,-0.0856902189410741,1.38803564786954,0.103366737536286,0.351896206460694,0.342880064664934
1929-06-16,71.3,72.6,4.1,26.9,29.7,24.2,5.5,27.5,6.36,105.532582689035,0.718633487427757,1.21230149994193,0.572164135707046,0.730003191819488,0.552311383291624
1929-07-16,72.5,17.8,4.3,27.4,30.4,24.4,6,27.3,6.18,116.026799194932,-1.01640395061366,-0.309398481742066,0.812912641825705,0.404563090132143,0.180796239937447
1929-08-16,72.5,52.2,4.2,26.7,29.6,23.8,5.8,26.7,8.41,115.352171250967,-0.189464805969459,-0.453076609461832,0.90412739683765,-0.109319223751832,0.194741595782325
1929-09-16,72.5,166.4,4,26.7,29.6,23.8,5.8,27.3,9.77,112.368119813051,1.57636093287773,0.693874435476087,1.27637935039776,0.783698228216532,0.879388055180744
1929-10-16,70,54.8,3.8,26.6,29.8,23.5,6.3,27.5,12.13,116.663585668212,-1.67463049899051,-0.21237456769227,-0.429175694033557,0.432960965993573,0.253425219305162
1929-11-16,65,238,3.5,26.1,29.4,22.8,6.6,26.9,13.93,107.745459478756,0.346895339159023,0.170812423657807,-0.0943626592090846,0.687909395461419,-0.0344287801369723
1929-12-16,60,194.7,3.6,25.5,28.8,22.3,6.5,25.8,10.59,105.489729222935,0.648033403295955,-0.251010458796917,0.115144073659438,0.625674139774748,0.409718720636329
1930-01-16,51.3,111,4.3,25.5,29.2,21.9,7.3,24.7,5.74,114.438679049979,0.353978411556754,0.670652910869161,0.413898181885838,0.181725480328883,0.737380237426594
1930-02-15,46.3,38.7,4.6,26.3,30.2,22.5,7.7,26,4.31,116.077373633685,-0.503022048179468,0.369741092864958,0.300936194612516,0.125286404149711,0.69165683398343
1930-03-16,47.5,100.2,4.6,26.7,30.5,22.9,7.6,26.9,6.04,133.675700178302,0.663857058252192,0.233101741714092,-0.126737920430048,0.176770150540491,0.610939678161412
1930-04-16,57.5,120.7,4.2,27.2,30.6,23.8,6.8,28.5,10.62,124.206123574643,0.310314819024399,0.172084260373159,0.581185887735197,0.384582486853862,0.209813383547246
1930-05-16,70,302,3.9,26.7,29.6,23.9,5.7,27.9,9.08,113.106223010264,2.49509983284252,2.38106612940056,1.60117477594187,1.36268013661496,1.21530378219508
1930-06-16,71.3,54.9,4.1,26.7,29.5,24,5.5,27.2,6.36,105.060928688191,0.144089697968744,2.15270066661743,1.74599308671429,1.03804737501348,1.15073139784649
1930-07-16,72.5,16.7,4.3,27.7,30.7,24.7,6,27.9,6.18,116.79688857012,-1.10510424687548,1.96048243021823,1.60352525731911,1.43137070946277,1.12950177905705
1930-08-16,72.5,69.2,4.2,26.9,29.8,24,5.8,26.9,11.14,115.87060797569,0.30186606990796,-0.50275675884301,1.8454940070633,1.40643013424335,1.19206288084644
1930-09-16,72.5,73.1,4,26.6,29.5,23.7,5.8,27.2,8.69,112.115607184257,0.103654092139872,-0.422435950064694,1.55583707987842,1.32042908819356,0.810311990548103
1930-10-16,70,258.7,3.7,26.1,29.3,23,6.3,26.7,12.21,115.351284367108,1.5936010963727,1.14995002022709,1.91591379402536,1.83225424582694,1.62970583095613
1930-11-16,65,142.6,3.5,26.5,29.8,23.2,6.6,27.9,13.55,108.72719487264,-1.05378942091565,0.312655915484679,0.0203023897613351,1.5069950856136,1.34432769794069
1930-12-16,60,85.8,3.7,26,29.3,22.8,6.5,26.6,9.83,106.706450436579,-0.949595339079731,-0.261010342916167,-0.456652608842892,0.850457956535772,0.892646296331605
1931-01-16,50.7,198.9,4.3,25.7,29.4,22.1,7.3,25,5.85,114.96665450119,1.48267337163487,-0.310492338859788,0.469968222430143,1.25349559428232,1.25622040883344
1931-02-15,45.4,45.3,4.6,26.3,30.2,22.5,7.7,26.1,4.31,116.077373633685,-0.32000758134603,0.229084924298307,0.298755008549141,0.107608170079337,1.26682211588372
1931-03-16,47.1,39.2,4.6,27.3,31.1,23.5,7.6,27.9,5.52,135.478069169471,-0.845686630451025,0.523769667027034,0.0585568689503516,-0.10048224465099,0.949071683910664
1931-04-16,57.5,205.4,4.2,27.6,31,24.2,6.8,29.1,11.89,125.310178006418,1.73812632031834,0.504544806102673,-0.00894818411849525,0.573476457022074,1.28498187205101
1931-05-16,68.9,69.3,4,27.8,30.7,25,5.7,29.8,7.86,115.898969257431,-0.340981790573468,0.468775774335169,0.382939888201782,0.418345641203985,0.270258984269083
1931-06-16,70.7,70.4,4.2,27.4,30.2,24.7,5.5,28.3,6.36,106.711717691147,0.616263628333783,1.05536815383341,1.07071838521797,0.485924147737962,0.328938696455879
1931-07-16,71.6,69,4.2,27.1,30.1,24.1,6,27,7.02,115.256709819745,0.800660838590663,0.248095998497408,0.499394521349398,0.0340681207871019,0.571243407363584
1931-08-16,72.5,102.1,4.2,27,29.9,24.1,5.8,27.1,8.43,116.129826338052,1.05456441440817,1.17918396359276,1.02416910996125,0.757103029783513,0.72338779823837
1931-09-16,71.4,58.9,4,26.6,29.5,23.7,5.8,27.3,8.69,112.115607184257,-0.264087204854887,0.617657548716555,1.12071783550521,1.13380432974725,0.652693995360144
1931-10-16,67.7,95.6,3.9,27.2,30.4,24.1,6.3,28.6,11.97,118.238347229538,-1.09894792516632,-0.469764366436189,-0.230666655494646,0.0254238126173199,-0.190271650276435
1931-11-16,63.8,291.8,3.5,26.1,29.4,22.8,6.6,27,13.99,107.745459478756,1.04484504220204,0.038406277657394,0.586092439691261,0.68618582530713,0.650735676292198
1931-12-16,60.8,325.8,3.6,25.6,28.9,22.4,6.5,26,10.97,105.733073465664,1.68130100281058,1.20556485964466,1.28874231210127,1.56157154929665,1.67988615207344
1932-01-16,50.2,11.9,4.2,25.6,29.3,22,7.3,25.1,5.17,114.702666775585,-1.48555500882239,1.23202621712739,0.783364224793145,0.743983293604037,0.888641595875938
1932-02-15,47.6,61.8,4.5,25.5,29.4,21.7,7.7,24.5,5.28,113.974046365124,0.163992537680992,0.816017136077505,0.548800646099503,0.877917237180703,0.959127283582952
1932-03-16,48.4,60.9,4.5,26.4,30.2,22.6,7.6,26.6,5.69,132.774515682718,-0.202333207669953,-0.947187781197032,0.538345557292582,0.720266434404177,1.01699931556705
1932-04-16,58.6,92.3,4.1,27.2,30.6,23.8,6.8,28.3,3.61,124.206123574643,-0.343171809166819,-0.359851033928263,0.837803528830177,0.512530981866911,0.518100653368764
1932-05-16,72.5,176.7,3.8,26.8,29.7,24,5.7,28.3,8.47,113.360109032733,1.50003182890305,0.739873303747314,0.958189635224627,0.737964579185584,1.01729607537126
1932-06-16,73.2,21.4,4.1,27.2,30,24.5,5.5,28,6.36,106.240063690303,-1.34571157369141,0.492099422630296,-0.553685943744655,0.650771497441637,0.811002085432041
1932-07-16,73.8,7.9,4.2,27.4,30.4,24.4,6,27.5,6.18,116.026799194932,-1.50470782867451,0.241518090695172,-0.181319546416622,0.821734753940281,0.512174264539581
1932-08-16,72.8,205.5,4.2,26.6,29.5,23.7,5.8,26.4,11.69,115.092952888605,2.31344773604624,1.09877396840014,1.15913735036973,1.21856181541489,0.975564022365733
1932-09-16,73.3,84.2,4,26.5,29.4,23.6,5.8,27,8.33,111.863094555464,0.364306017880655,1.34802704420315,1.24511910755909,0.333944390117385,1.06785513028758
1932-10-16,72,232.9,3.7,26.3,29.5,23.2,6.3,27,12.21,115.87620488755,1.23862084015165,1.91045895538653,1.72213791239454,1.38242086261762,1.6218686668257
1932-11-16,68.9,228.7,3.4,26.1,29.4,22.8,6.6,27,13.93,107.745459478756,0.21466759987254,0.886344913911589,1.21365270650423,1.37680442662394,1.45531469683851
1932-12-16,60,131.4,3.6,25.4,28.7,22.2,6.5,25.7,10.34,105.246384980206,-0.174245846333087,0.522844627389458,1.07292679852676,1.14021481699823,0.623591456834638
1933-01-16,51.3,160.2,4.3,25.7,29.4,22.1,7.3,24.9,5.51,114.96665450119,1.05171489258183,0.492264484227771,1.48609467197292,1.45012524147405,1.28760540050752
1933-02-15,46.7,47.3,4.5,25.8,29.7,22,7.7,25.1,4.7,114.762794090834,-0.230039674714713,0.331382627172768,0.771226770009091,1.03930618989674,1.20846235675874
1933-03-16,47.5,50.4,4.5,26.5,30.3,22.7,7.6,26.7,6.21,133.07491051458,-0.481523804552514,0.323095668559721,0.563996024519559,1.04426370348247,1.11043168745394
1933-04-16,57.5,111.7,4.1,27.1,30.5,23.7,6.8,28.4,12.75,123.9301099667,0.115724810841594,-0.442779106475747,0.124611381884943,1.20780238122316,1.18591460165284
1933-05-16,68.8,174.1,3.8,26.5,29.4,23.7,5.7,27.9,8.27,112.598450965324,1.47940430379951,0.821453945759874,0.644354822132649,0.95454536485519,1.17813152057303
1933-06-16,71.3,54.6,4.1,26.7,29.5,24,5.5,27.1,6.36,105.060928688191,0.132915657855198,1.07187801225038,0.923561274625102,0.939177009341151,1.30344522149512
1933-07-16,71.4,46.6,4.3,27,30,24,6,26.7,7.02,115.000013361349,0.179354046179246,1.14029301237939,0.465822519216843,0.582491477888734,1.43147469905774
1933-08-16,72.2,117.7,4.2,26.4,29.3,23.5,5.8,26.2,10.35,114.574516163882,1.35272146708761,0.911533183454807,1.10931934433272,0.877852691379937,1.1135141204702
1933-09-16,72.5,46,4,26.3,29.2,23.4,5.8,26.7,9.05,111.358069297877,-0.614315248364749,0.394237052582411,1.00522003761054,0.917064667338933,0.954832065619521
1933-10-16,70,149.1,3.7,26.1,29.3,23,6.3,26.7,11.97,115.351284367108,-0.137348740177019,0.317899544944338,0.956560284596734,0.46172439937573,0.625922665423865
1933-11-16,65,204.6,3.5,26,29.3,22.7,6.6,26.8,13.68,107.500025630285,-0.133971617671959,-0.380996410374089,0.0928695951809305,0.469189061918222,0.545102674110868
1933-12-16,59.7,63.7,3.6,25.5,28.8,22.3,6.5,26,10.15,105.489729222935,-1.32658609188455,-0.792312541631911,-0.548032794758374,0.0021056031523677,0.139548834319153
1934-01-16,52.3,232.3,4.2,25.2,28.9,21.6,7.3,24.1,6.08,113.646715873163,1.79829119198312,0.347280472115684,0.416496831586308,0.773324109320312,0.544249461113245
1934-02-15,46.2,94.6,4.4,25.1,29,21.3,7.7,24.2,4.31,112.922382730844,0.889710983660099,0.768273085311117,0.259820713112713,0.531454607255883,0.776552303305368
1934-03-16,47.5,117.4,4.5,25.9,29.7,22.1,7.6,25.5,5.69,131.272541523412,1.017348712682,1.70035607534874,0.653524288116448,0.738039656556223,1.04000783009374
1934-04-16,58.2,79.4,4.1,27.2,30.6,23.8,6.8,28.4,8.9,124.206123574643,-0.650169397055295,0.619966677347073,0.552492802321191,0.577871798494571,0.904495998793834
1934-05-16,70,51,4,27.5,30.4,24.7,5.7,29.3,8.06,115.137311190021,-0.749137916431414,-0.324112213291749,0.424068033603737,0.0658359722498507,0.344040380728411
1934-06-16,71.3,79.9,4.1,27,29.8,24.3,5.5,27.8,6.36,105.768409689458,0.917436044196609,-0.572506633607116,1.32765294481967,0.322783369888475,0.454247760228153
1934-07-16,71.6,13.2,4.2,27.4,30.4,24.4,6,27.6,7.02,116.026799194932,-1.23745212914137,-0.726290357171042,-0.0225980365825309,0.177363872065724,0.267761009240029
1934-08-16,71.3,31.6,4.2,27,29.9,24.1,5.8,27.3,2.68,116.129826338052,-0.923362213435523,-0.810906566436585,-0.744764700902676,0.0797532165317232,-0.18402054201139
1934-09-16,71.4,14.6,4.1,27.2,30.1,24.3,5.8,28.3,8.33,113.630682957018,-1.73884209736511,-2.01013114555543,-1.74547454942653,0.269502269765052,-0.364638336949329
1934-10-16,70,273.6,3.8,26.4,29.6,23.3,6.3,27.1,12.29,116.138665147771,1.76784903048654,0.345336301156232,-0.229387270138651,0.103165128183732,0.290823115448732
1934-11-16,63.6,134.4,3.5,25.9,29.2,22.6,6.6,26.9,13.55,107.254591781814,-1.14642160209295,-0.180189258746396,-0.598997861139309,-0.746490396277504,-0.0849858454906533
1934-12-16,59.1,62.8,3.6,25.6,28.9,22.4,6.5,26.2,10.15,105.733073465664,-1.34772677707327,-0.375495308363522,-1.3461305892174,-1.45794297798466,-0.133345960231877
1935-01-16,52.3,89.6,4.2,25.5,29.2,21.9,7.3,24.7,5.62,114.438679049979,-0.0115647806154681,-1.52239825838398,-1.0273649461497,-1.2465662781297,-0.942466376811711
1935-02-15,46.9,43.3,4.5,25.6,29.5,21.8,7.7,24.8,4.7,114.236962273694,-0.324374392529979,-1.06322156967962,-0.900193902873175,-1.13976765292809,-1.20883246530978
1935-03-16,48.4,76.7,4.5,26.7,30.5,22.9,7.6,26.9,5.69,133.675700178302,0.160228274374023,-0.154519596161632,-0.469538853103869,-1.21327241769432,-1.34372406573016
1935-04-16,58.4,96.2,4.2,27.4,30.8,24,6.8,28.8,11.81,124.75815079053,-0.263811833907972,-0.366527748494187,-1.37491908759506,-1.06043542116314,-1.27095073362501
1935-05-16,70.3,113.4,4,27.9,30.8,25.1,5.7,29.9,7.86,116.1528552799,0.558620543159929,0.140136786717069,-0.740245035902537,-0.736553433750076,-0.952894703567723
1935-06-16,72.1,81.5,4.1,27.1,29.9,24.4,5.5,27.9,6.36,106.00423668988,0.953579525924845,0.46285649257585,0.0819364057886524,-0.290576980418164,-0.946217409679994
1935-07-16,72.5,17.3,4.2,27.2,30.2,24.2,6,27.1,6.18,115.513406278141,-1.01577438334008,0.300648279422018,-0.14452337146228,-1.19278002280692,-0.908452792858696
1935-08-16,72.2,92.9,4.2,26.7,29.6,23.8,5.8,26.8,9.33,115.352171250967,0.886147123453159,0.444586223125617,0.335334322190808,-0.560506167569547,-0.585799908219612
1935-09-16,72.5,61.3,4,26.6,29.5,23.7,5.8,27.3,8.69,112.115607184257,-0.198686625981277,-0.19938843665748,0.175322558037135,-0.060774700386799,-0.325507603636208
1935-10-16,70,164.1,3.7,26.6,29.8,23.5,6.3,27.6,12.13,116.663585668212,0.106565143308004,0.348401333899183,0.436168200275803,0.0118397445376341,-0.993234767123044
1935-11-16,64.1,298.8,3.5,26,29.3,22.7,6.6,26.9,13.93,107.500025630285,1.12891395082111,0.721381589358338,0.807811068601632,0.722775020204955,-0.0390763233730883
1935-12-16,60,347,3.7,25.6,28.9,22.4,6.5,26,10.21,105.733073465664,1.79592828325244,1.65023396326407,1.4488785936057,1.51299407496951,1.37275691198162
1936-01-16,51.3,91.8,4.3,25.5,29.2,21.9,7.3,24.6,5.28,114.438679049979,0.0274705162243637,1.78824923381674,1.52946337072139,1.51096718453157,1.35019250191603
1936-02-15,46.3,51.5,4.6,26.4,30.3,22.6,7.7,26,5.09,116.340289542255,-0.159899743410129,1.37447304027489,1.36063985489943,1.38944949885557,1.3578757233659
1936-03-16,47.3,108.6,4.5,26.7,30.5,22.9,7.6,27,6.21,133.675700178302,0.822448338478578,0.249906609933164,1.54169816115075,1.36232499773488,1.42360569469434
1936-04-16,58.1,27.8,4.2,28,31.4,24.6,6.8,29.8,4.92,126.414232438192,-1.86050259453143,-0.778077320413873,1.24007202115711,1.15109097841771,1.14685236219111
1936-05-16,70.9,134,3.9,27.4,30.3,24.6,5.7,29.2,8.27,114.883425167552,0.92147407420813,-0.0773078962838084,1.08910637714331,1.18841268710849,1.22816320487123
1936-06-16,71.6,32.9,4,26.8,29.6,24.1,5.5,27.6,6.36,105.296755688613,-0.776250567143036,-0.801124413816549,-0.414098452269361,1.20948223264873,1.04524038470644
1936-07-16,71.6,35.4,4.2,27.6,30.6,24.6,6,28,7.02,116.540192111724,-0.279451181791595,0.172337053012185,-0.559075687072185,1.18521941183448,1.0976808846549
1936-08-16,72.1,30.7,4.2,27,29.9,24.1,5.8,27.3,5.8,116.129826338052,-0.95600346842716,-1.28390180853769,-0.822811509510612,0.627437490703535,0.84154881897148
1936-09-16,71.8,108.9,4,26.7,29.6,23.8,5.8,27.3,9.41,112.368119813051,0.82870155975766,-0.177213649284308,-0.781644437951761,-0.468761428441637,1.02738521897855
1936-10-16,70,122,3.8,26.7,29.9,23.6,6.3,27.6,11.97,116.926045928433,-0.641723675872841,-0.386073095005696,-0.222033609496558,-0.754272192986055,0.898614419865451
1936-11-16,65.6,136.4,3.5,26.2,29.5,22.9,6.6,27.2,13.99,107.990893327227,-1.12913011183524,-0.745787918666307,-1.34720929809602,-1.19243809623883,0.105077129286377
1936-12-16,60,228.7,3.7,25.9,29.2,22.7,6.5,26.4,10.46,106.46310619385,0.978945668647491,-0.26564077995853,-0.343638702538926,-0.775654398778293,-0.661585536950141
1937-01-16,51.3,168.7,4.3,25.7,29.4,22.1,7.3,24.9,5.74,114.96665450119,1.1547987997912,0.58415188885631,0.265031436250853,0.224277922983955,-0.166765652346622
1937-02-15,46.3,89.7,4.6,26.4,30.3,22.6,7.7,25.9,4.7,116.340289542255,0.730548119057138,1.34993318442745,0.582730474957984,0.148183653980055,0.0476001532379236
1937-03-16,47.8,83.2,4.6,26.7,30.5,22.9,7.6,26.7,6.38,133.675700178302,0.308353102344452,1.0123115052044,0.411553420153651,0.320836313731702,-0.0974463706706979
1937-04-16,57.5,150.3,4.1,27.2,30.6,23.8,6.8,28.6,15.22,124.206123574643,0.9077170426614,0.904951811622484,0.882746913067861,0.58311980774468,0.560227450783022
1937-05-16,68.4,57.5,4,27.9,30.8,25.1,5.7,30.2,8.27,116.1528552799,-0.619793873376846,0.209208069099924,1.17608019826614,0.562294772433596,0.202114578433387
1937-06-16,72.3,19,4.1,27.7,30.5,25,5.5,29.1,6.36,107.419198692415,-1.51349511204886,-0.385921476671058,0.626077725280376,0.157840864910284,0.108038665844198
1937-07-16,73.4,31.7,4.1,27.3,30.3,24.3,6,27.7,7.02,115.770102736536,-0.396149855360259,-1.32176707012828,-0.146775603455291,0.286828023122015,0.0786669481284924
1937-08-16,71.3,43.7,4.3,27.5,30.4,24.6,5.8,28.2,6.92,117.425918149861,-0.54130771210381,-1.4125939981245,-0.673565451603968,0.684438202523549,0.141757913230831
1937-09-16,71.1,70.4,4.1,27.2,30.1,24.3,5.8,28.3,9.05,113.630682957018,-0.000650100015238109,-0.664760365183856,-0.782380860065232,0.193199951229445,-0.067166467079727
1937-10-16,70,100.4,3.7,26.7,29.9,23.6,6.3,27.9,12.13,116.926045928433,-1.00151781375564,-1.0938467705007,-1.91289308698456,-0.82099352719558,-0.202541937331624
1937-11-16,65,265.5,3.5,26.2,29.5,22.9,6.6,27.4,13.99,107.990893327227,0.71622262600263,-0.0614122035721135,-0.791368466933007,-0.607675650762427,0.532441454464576
1937-12-16,59.4,47.7,3.6,25.4,28.7,22.2,6.5,26,9.96,105.246384980206,-1.62275385975655,-0.836943067018451,-1.13472058306347,-1.21820462326162,-0.55783617579727
1938-01-16,50.5,86.3,4.3,26.2,29.9,22.6,7.3,25.9,5.4,116.286593129218,-0.104045801360301,-0.551360657759113,-1.00415706637969,-1.4464437074484,-0.993715742322813
1938-02-15,47,140.4,4.6,26.3,30.2,22.5,7.7,25.6,5.48,116.077373633685,1.54420828366482,-0.293861905849518,-0.313104664517819,-0.797059993950393,-0.692294765919151
1938-03-16,47.5,155.6,4.6,26.9,30.7,23.1,7.6,27.2,6.9,134.276489842025,1.52444382018615,1.28468959974885,0.215812511879492,-0.0384735478311725,-0.274965760292455
1938-04-16,56.9,191.5,4.2,27,30.4,23.6,6.8,28,15.19,123.654096358756,1.57535630605115,2.22347050472254,1.04641379867334,0.48454673641929,-0.0279221699070001
1938-05-16,69.3,17.5,4.1,28.1,31,25.3,5.7,30.3,7.86,116.66062732484,-1.58878509355566,1.07914134202324,0.365315345520493,0.192251991639668,-0.217315935430769
1938-06-16,71.3,27.6,4,27.4,30.2,24.7,5.5,28.8,6.36,106.711717691147,-1.08063626921773,-0.24372265021361,1.00709770653323,0.0285734603097516,-0.177292635104381
1938-07-16,73.1,39.6,4.2,27.1,30.1,24.1,6,27.1,7.02,115.256709819745,-0.0722624784075499,-1.66341983870126,1.14531084072461,0.330713670620309,-0.142130147203823
1938-08-16,71.8,117.8,4.2,26.7,29.6,23.8,5.8,26.7,12.14,115.352171250967,1.34195112337436,0.321442307229411,0.999389558098949,0.412170584010856,0.254181103751583
1938-09-16,72.5,57.1,4,26.9,29.8,24,5.8,27.9,9.41,112.873145070638,-0.335201801419553,0.416479671234004,0.0569909295907101,0.994398822391057,0.187164415059236
1938-10-16,69.5,81.4,3.8,26.8,30,23.7,6.3,27.8,11.8,117.188506188654,-1.30147613990683,-0.459075304307285,-1.65538050089114,0.596241902820507,0.087735087537512
1938-11-16,63.8,77.1,3.5,26.2,29.5,22.9,6.6,27.3,13.36,107.990893327227,-1.88448394956224,-2.32221856710565,-1.93423067165188,-0.992465037572961,-1.0538780781909
1938-12-16,60,144.4,3.7,25.8,29.1,22.6,6.5,26.4,10.21,106.219761951122,0.00315944089989726,-1.70412552193895,-1.44565357036771,-1.39080336981134,-0.497856881475382
1939-01-16,51.3,90.7,4.2,25.2,28.9,21.6,7.3,24.3,5.51,113.646715873163,0.0220232527678692,-1.30962219892083,-1.3009567723614,-1.79739966251188,-0.416029631681455
1939-02-15,46.3,24.3,4.5,25.4,29.3,21.6,7.7,24.6,5.09,113.711130456554,-0.846745420149885,-0.403042341252937,-1.82509083794143,-1.6401284340038,-1.04722215639135
1939-03-16,47.5,78.4,4.5,26.6,30.4,22.8,7.6,26.7,5.52,133.375305346441,0.206509583668979,-0.307724914176014,-1.58504186503422,-1.3753384589903,-1.35770112505283
1939-04-16,58.3,245.6,4.1,27,30.4,23.6,6.8,28.2,15.88,123.654096358756,2.21146714218064,1.19094533579718,-0.334262416554536,-0.504362535401156,-1.09351879739826
1939-05-16,70,95,4,27.4,30.3,24.6,5.7,28.9,8.67,114.883425167552,0.233218286425529,1.62264533165546,0.658952319139747,-0.782272740848559,-0.660697247582667
1939-06-16,71.1,33.1,4.1,27.2,30,24.5,5.5,28.1,6.36,106.240063690303,-0.809539108818363,1.35885686200631,0.673832787042431,-0.852166535707895,-0.633712113645129
1939-07-16,72.5,48.1,4.2,27.1,30.1,24.1,6,27.1,6.18,115.256709819745,0.219920774813328,-0.2147310115128,0.800269102565767,-0.456533619471233,-0.585625846339859
1939-08-16,72.2,60.6,4.3,27,29.9,24.1,5.8,27,8.73,116.129826338052,0.0471178521486742,-0.481838586930526,1.11258867836919,0.428251169902275,-0.901275662890765
1939-09-16,71.7,42.5,4.1,27.2,30.1,24.3,5.8,28.3,8.69,113.630682957018,-0.791519434037355,-0.549743810699271,0.740629500304296,0.287370701791387,-0.979161840742623
1939-10-16,69.3,124.7,3.8,26.9,30.1,23.8,6.3,28.2,11.64,117.450966448875,-0.604307026398125,-0.889296970367628,-0.90997326096573,0.056200594213273,-0.817195519980723
1939-11-16,65.7,256.8,3.5,26,29.3,22.7,6.6,26.9,14.06,107.500025630285,0.608167328459857,-0.181743872826732,-0.440612003932828,0.60637990938077,0.232388917830591
1939-12-16,59.2,129.8,3.7,25.9,29.2,22.7,6.5,26.6,10.08,106.46310619385,-0.217147114917819,-0.079569869017241,-0.340774655169484,0.351042597170791,0.111895939792554
1940-01-16,50.4,4.4,4.2,25.1,28.8,21.5,7.3,24.3,5.51,113.382728147557,-1.6021028383647,-0.60812332718537,-0.948275809784937,-0.990937088465544,-0.376189565763417
1940-02-15,46.3,35.3,4.5,26,29.9,22.2,7.7,25.6,4.31,115.288625907975,-0.576655612943612,-1.34057039518246,-1.08015068894251,-1.19964482942912,-0.318928000617594
1940-03-16,47.5,16.5,4.6,27.4,31.2,23.6,7.6,28,5.69,135.778464001332,-1.47376629857963,-1.80061186143954,-1.19457893291377,-1.35982050223246,-0.648089361855706
1940-04-16,57.5,130.1,4.2,27.4,30.8,24,6.8,29,11.04,124.75815079053,0.499737152697142,-0.846145268140119,-0.952458073892311,-1.21014005242861,-1.23990783628172
1940-05-16,70,169.4,3.9,27.4,30.3,24.6,5.7,29.3,8.47,114.883425167552,1.39863105757959,0.510739490019616,-0.725864858107598,-0.726501757415193,-0.847072499658603
1940-06-16,71.3,52.7,4.1,27.5,30.3,24.8,5.5,28.7,7.59,106.94754469157,-0.0114541731689101,1.13960695255055,-0.748536526851481,-0.608239278256416,-0.746854133532741
1940-07-16,74.2,13.4,4.2,27.6,30.6,24.6,6,28.1,6.18,116.540192111724,-1.25286807067575,0.606891004045657,-0.294873422798055,-0.670174653042491,-0.928663112121542
1940-08-16,73.6,19.5,4.2,27.3,30.2,24.4,5.8,27.8,2.95,116.907481425137,-1.400031146218,-1.5621064545483,-0.514531751966606,-1.27848707018272,-1.15913654162362
1940-09-16,72.5,60,4,27.5,30.4,24.6,5.8,28.9,8.69,114.388220843398,-0.296512060022118,-1.52304623385978,-0.0414498728660065,-1.35922638361599,-1.06799968036733
1940-10-16,69.4,193.9,3.8,26.9,30.1,23.8,6.3,28.1,12.13,117.450966448875,0.608790774691229,-0.270798347847336,0.186324943074285,-0.489148995413299,-0.764119558660669
1940-11-16,66.8,300.5,3.5,26.3,29.6,23,6.6,27.5,14.25,108.236327175698,1.13991549162622,0.91466246082979,0.175187507486268,0.356622600178276,-0.537666053419306
1940-12-16,60.7,184.8,3.7,26.2,29.5,23,6.5,27,10.21,107.193138922037,0.516512701911941,1.02029077356785,0.382662571372079,0.805256258210103,-0.244767302332496
